FlightID,Airline,Origin,Destination,RouteDistance,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,Cancelled,FuelUsedGallons,FlightDurationMinutes,Passengers,Date,TotalDelayMinutes,DelayCategory,DelayCostIndex,DelayCost,RouteEfficiencyScore,OnTimePerformancePct,FuelCostPerRoute,FuelPriceVolatility,AirportCode_x,AvgTrafficVolume,PeakTrafficLoad,CongestionSeverityIndex,AirportCode_y,AvgSentimentScore,SentimentScore,SentimentCategory,CustomerSatisfactionIntensity
FL0532,AvaAir,ATL,DFW,732,2026-05-28 11:00:00,2026-05-28 10:58:00,2026-05-28 12:26:00,2026-05-28 12:18:00,0.0,False,4005.9,80.0,165,2026-05-28,0.0,On-Time,0.0,0.0,100.0,100.0,11316.400440000003,0.16250308436584543,ATL,309.0,309,0.7838745800671894,,,0.0,Neutral,0.0
FL0533,AvaAir,ATL,DFW,732,2026-05-28 14:00:00,2026-05-28 13:56:00,2026-05-28 15:26:00,2026-05-28 15:50:00,0.0,False,4035.1,114.0,104,2026-05-28,0.0,On-Time,0.0,0.0,100.0,100.0,11398.888493333336,0.16250308436584543,ATL,309.0,309,0.7838745800671894,,,0.0,Neutral,0.0
FL0541,BlueJet,LAX,ORD,1744,2026-05-28 08:00:00,2026-05-28 08:30:00,2026-05-28 11:25:00,2026-05-28 12:15:00,30.0,False,9149.4,225.0,192,2026-05-28,30.0,Moderate,30.0,3000.0,98.40707964601769,0.0,25846.445040000006,0.16250308436584543,LAX,412.0,412,12.318029115341545,,,0.0,Neutral,0.0
FL0542,AvaAir,LAX,ORD,1744,2026-05-28 11:00:00,2026-05-28 11:23:00,2026-05-28 14:25:00,2026-05-28 15:14:00,23.0,False,8842.0,231.0,105,2026-05-28,23.0,Moderate,23.0,2300.0,98.8103448275862,0.0,24978.06053333334,0.16250308436584543,LAX,412.0,412,12.318029115341545,,,0.0,Neutral,0.0
FL0543,EliteWings,LAX,ORD,1744,2026-05-28 14:00:00,2026-05-28 13:50:00,2026-05-28 17:25:00,2026-05-28 17:05:00,0.0,False,9673.9,195.0,100,2026-05-28,0.0,On-Time,0.0,0.0,100.0,100.0,27328.122573333338,0.16250308436584543,LAX,412.0,412,12.318029115341545,,,0.0,Neutral,0.0
FL0551,CloudFlight,ORD,ATL,606,2026-05-28 08:00:00,2026-05-28 08:22:00,2026-05-28 09:11:00,2026-05-28 09:21:00,22.0,False,2951.4,59.0,173,2026-05-28,22.0,Moderate,22.0,2200.0,95.6,0.0,8337.508240000003,0.16250308436584543,ORD,438.0,438,15.22956326987682,ORD,0.4939,0.4939,Positive,49.4
FL0552,BlueJet,ORD,ATL,606,2026-05-28 11:00:00,2026-05-28 11:12:00,2026-05-28 12:11:00,2026-05-28 12:43:00,12.0,False,3188.0,91.0,154,2026-05-28,12.0,Minor,12.0,1200.0,98.43478260869566,100.0,9005.887466666669,0.16250308436584543,ORD,438.0,438,15.22956326987682,ORD,0.4939,0.4939,Positive,49.4
FL0553,AvaAir,ORD,ATL,606,2026-05-28 14:00:00,2026-05-28 13:58:00,2026-05-28 15:11:00,2026-05-28 14:59:00,0.0,False,3146.7,61.0,141,2026-05-28,0.0,On-Time,0.0,0.0,100.0,100.0,8889.217720000002,0.16250308436584543,ORD,438.0,438,15.22956326987682,ORD,0.4939,0.4939,Positive,49.4
FL0611,CloudFlight,JFK,LAX,2475,2026-05-29 08:00:00,2026-05-29 08:18:00,2026-05-29 12:51:00,2026-05-29 13:05:00,18.0,False,12011.7,287.0,119,2026-05-29,18.0,Moderate,18.0,1800.0,99.25,0.0,33932.25172000001,0.16250308436584543,JFK,645.0,645,38.40985442329227,JFK,-0.2359,-0.2359,Negative,23.6
FL0612,CloudFlight,JFK,LAX,2475,2026-05-29 11:00:00,2026-05-29 11:01:00,2026-05-29 15:51:00,2026-05-29 16:05:00,1.0,False,13454.6,304.0,93,2026-05-29,1.0,Minor,1.0,100.0,99.96065573770491,100.0,38008.348026666674,0.16250308436584543,JFK,645.0,645,38.40985442329227,JFK,-0.2359,-0.2359,Negative,23.6
FL0613,CloudFlight,JFK,LAX,2475,2026-05-29 14:00:00,2026-05-29 14:21:00,2026-05-29 18:51:00,2026-05-29 19:15:00,21.0,False,13134.8,294.0,141,2026-05-29,21.0,Moderate,21.0,2100.0,99.1457627118644,0.0,37104.934346666676,0.16250308436584543,JFK,645.0,645,38.40985442329227,JFK,-0.2359,-0.2359,Negative,23.6
FL0621,BlueJet,JFK,ORD,740,2026-05-29 08:00:00,2026-05-29 08:20:00,2026-05-29 09:27:00,2026-05-29 10:16:00,20.0,False,3784.3,116.0,119,2026-05-29,20.0,Moderate,20.0,2000.0,97.94871794871796,0.0,10690.395213333337,0.16250308436584543,JFK,645.0,645,38.40985442329227,JFK,-0.2359,-0.2359,Negative,23.6
FL0622,AvaAir,JFK,ORD,740,2026-05-29 11:00:00,2026-05-29 11:43:00,2026-05-29 12:27:00,2026-05-29 13:32:00,43.0,False,3994.6,109.0,132,2026-05-29,43.0,Moderate,43.0,4300.0,95.30909090909091,0.0,11284.478693333336,0.16250308436584543,JFK,645.0,645,38.40985442329227,JFK,-0.2359,-0.2359,Negative,23.6
FL0623,CloudFlight,JFK,ORD,740,2026-05-29 14:00:00,2026-05-29 14:04:00,2026-05-29 15:27:00,2026-05-29 15:54:00,4.0,False,3807.5,110.0,146,2026-05-29,4.0,Minor,4.0,400.0,99.56756756756756,100.0,10755.93366666667,0.16250308436584543,JFK,645.0,645,38.40985442329227,JFK,-0.2359,-0.2359,Negative,23.6
FL0631,EliteWings,ATL,DFW,732,2026-05-29 08:00:00,2026-05-29 07:50:00,2026-05-29 09:26:00,2026-05-29 09:15:00,0.0,False,3803.7,85.0,117,2026-05-29,0.0,On-Time,0.0,0.0,100.0,100.0,10745.198920000003,0.16250308436584543,ATL,1105.0,1105,89.92161254199328,,,0.0,Neutral,0.0
FL0632,CloudFlight,ATL,DFW,732,2026-05-29 11:00:00,2026-05-29 11:32:00,2026-05-29 12:26:00,2026-05-29 13:19:00,32.0,False,3949.3,107.0,165,2026-05-29,32.0,Moderate,32.0,3200.0,96.44444444444444,0.0,11156.509213333336,0.16250308436584543,ATL,1105.0,1105,89.92161254199328,,,0.0,Neutral,0.0
FL0633,EliteWings,ATL,DFW,732,2026-05-29 14:00:00,2026-05-29 14:11:00,2026-05-29 15:26:00,2026-05-29 15:59:00,11.0,False,3578.4,108.0,188,2026-05-29,11.0,Minor,11.0,1100.0,98.78899082568807,100.0,10108.741440000002,0.16250308436584543,ATL,1105.0,1105,89.92161254199328,,,0.0,Neutral,0.0
FL0641,EliteWings,LAX,ORD,1744,2026-05-29 08:00:00,2026-05-29 08:45:00,2026-05-29 11:25:00,2026-05-29 12:09:00,45.0,False,9124.4,204.0,126,2026-05-29,45.0,Moderate,45.0,4500.0,97.36585365853658,0.0,25775.821706666673,0.16250308436584543,LAX,670.0,670,41.20940649496081,,,0.0,Neutral,0.0
FL0643,BlueJet,LAX,ORD,1744,2026-05-29 14:00:00,2026-05-29 14:03:00,2026-05-29 17:25:00,2026-05-29 17:23:00,3.0,False,8849.1,200.0,102,2026-05-29,3.0,Minor,3.0,300.0,99.82089552238806,100.0,24998.117560000006,0.16250308436584543,LAX,670.0,670,41.20940649496081,,,0.0,Neutral,0.0
FL0651,BlueJet,ORD,ATL,606,2026-05-29 08:00:00,2026-05-29 08:23:00,2026-05-29 09:11:00,2026-05-29 09:31:00,23.0,False,3205.2,68.0,190,2026-05-29,23.0,Moderate,23.0,2300.0,96.0,0.0,9054.476320000002,0.16250308436584543,ORD,612.0,612,34.714445688689814,,,0.0,Neutral,0.0
FL0652,DeltaSky,ORD,ATL,606,2026-05-29 11:00:00,2026-05-29 11:10:00,2026-05-29 12:11:00,2026-05-29 12:48:00,10.0,False,2958.4,98.0,147,2026-05-29,10.0,Minor,10.0,1000.0,98.78787878787878,100.0,8357.282773333336,0.16250308436584543,ORD,612.0,612,34.714445688689814,,,0.0,Neutral,0.0
FL0653,CloudFlight,ORD,ATL,606,2026-05-29 14:00:00,2026-05-29 14:33:00,2026-05-29 15:11:00,2026-05-29 15:37:00,33.0,False,3265.8,64.0,119,2026-05-29,33.0,Moderate,33.0,3300.0,93.90769230769232,0.0,9225.667280000003,0.16250308436584543,ORD,612.0,612,34.714445688689814,,,0.0,Neutral,0.0
FL0711,BlueJet,JFK,LAX,2475,2026-05-30 08:00:00,2026-05-30 08:24:00,2026-05-30 12:51:00,2026-05-30 13:21:00,24.0,False,11905.9,297.0,128,2026-05-30,24.0,Moderate,24.0,2400.0,99.03355704697987,0.0,33633.37377333334,0.16250308436584543,JFK,452.0,452,16.7973124300112,JFK,0.4939,0.4939,Positive,49.4
FL0712,AvaAir,JFK,LAX,2475,2026-05-30 11:00:00,2026-05-30 11:07:00,2026-05-30 15:51:00,2026-05-30 16:22:00,7.0,False,12473.2,315.0,202,2026-05-30,7.0,Minor,7.0,700.0,99.73417721518987,100.0,35235.95845333334,0.16250308436584543,JFK,452.0,452,16.7973124300112,JFK,0.4939,0.4939,Positive,49.4
FL0713,EliteWings,JFK,LAX,2475,2026-05-30 14:00:00,2026-05-30 13:53:00,2026-05-30 18:51:00,2026-05-30 19:00:00,0.0,False,13117.5,307.0,109,2026-05-30,0.0,On-Time,0.0,0.0,100.0,100.0,37056.06300000001,0.16250308436584543,JFK,452.0,452,16.7973124300112,JFK,0.4939,0.4939,Positive,49.4
FL0721,DeltaSky,JFK,ORD,740,2026-05-30 08:00:00,2026-05-30 08:17:00,2026-05-30 09:27:00,2026-05-30 09:30:00,17.0,False,3836.8,73.0,142,2026-05-30,17.0,Moderate,17.0,1700.0,97.24324324324324,0.0,10838.704213333336,0.16250308436584543,JFK,452.0,452,16.7973124300112,JFK,0.4939,0.4939,Positive,49.4
FL0722,EliteWings,JFK,ORD,740,2026-05-30 11:00:00,2026-05-30 11:32:00,2026-05-30 12:27:00,2026-05-30 12:51:00,32.0,False,3596.7,79.0,111,2026-05-30,32.0,Moderate,32.0,3200.0,95.2,0.0,10160.437720000002,0.16250308436584543,JFK,452.0,452,16.7973124300112,JFK,0.4939,0.4939,Positive,49.4
FL0723,DeltaSky,JFK,ORD,740,2026-05-30 14:00:00,2026-05-30 14:21:00,2026-05-30 15:27:00,2026-05-30 16:05:00,21.0,False,4049.2,104.0,172,2026-05-30,21.0,Moderate,21.0,2100.0,97.6,0.0,11438.720053333336,0.16250308436584543,JFK,452.0,452,16.7973124300112,JFK,0.4939,0.4939,Positive,49.4
FL0731,CloudFlight,ATL,DFW,732,2026-05-30 08:00:00,2026-05-30 08:06:00,2026-05-30 09:26:00,2026-05-30 09:19:00,6.0,False,3809.6,73.0,151,2026-05-30,6.0,Minor,6.0,600.0,99.02702702702703,100.0,10761.866026666668,0.16250308436584543,ATL,875.0,875,64.16573348264278,,,0.0,Neutral,0.0
FL0732,DeltaSky,ATL,DFW,732,2026-05-30 11:00:00,2026-05-30 11:13:00,2026-05-30 12:26:00,2026-05-30 12:56:00,13.0,False,3653.1,103.0,114,2026-05-30,13.0,Minor,13.0,1300.0,98.5,100.0,10319.763960000002,0.16250308436584543,ATL,875.0,875,64.16573348264278,,,0.0,Neutral,0.0
FL0733,CloudFlight,ATL,DFW,732,2026-05-30 14:00:00,2026-05-30 14:09:00,2026-05-30 15:26:00,2026-05-30 15:33:00,9.0,False,4077.3,84.0,134,2026-05-30,9.0,Minor,9.0,900.0,98.72941176470589,100.0,11518.100680000003,0.16250308436584543,ATL,875.0,875,64.16573348264278,,,0.0,Neutral,0.0
FL0741,DeltaSky,LAX,ORD,1744,2026-05-30 08:00:00,2026-05-30 07:50:00,2026-05-30 11:25:00,2026-05-30 11:04:00,0.0,False,8839.8,194.0,209,2026-05-30,0.0,On-Time,0.0,0.0,100.0,100.0,24971.845680000002,0.16250308436584543,LAX,1124.0,1124,92.04927211646137,,,0.0,Neutral,0.0
FL0742,DeltaSky,LAX,ORD,1744,2026-05-30 11:00:00,2026-05-30 11:43:00,2026-05-30 14:25:00,2026-05-30 15:04:00,43.0,False,9242.0,201.0,132,2026-05-30,43.0,Moderate,43.0,4300.0,97.44554455445545,0.0,26108.033866666672,0.16250308436584543,LAX,1124.0,1124,92.04927211646137,,,0.0,Neutral,0.0
FL0743,AvaAir,LAX,ORD,1744,2026-05-30 14:00:00,2026-05-30 14:15:00,2026-05-30 17:25:00,2026-05-30 17:48:00,15.0,False,9582.9,213.0,199,2026-05-30,15.0,Minor,15.0,1500.0,99.1588785046729,100.0,27071.053640000006,0.16250308436584543,LAX,1124.0,1124,92.04927211646137,,,0.0,Neutral,0.0
FL0751,AvaAir,ORD,ATL,606,2026-05-30 08:00:00,2026-05-30 08:10:00,2026-05-30 09:11:00,2026-05-30 09:28:00,10.0,False,3143.8,78.0,93,2026-05-30,10.0,Minor,10.0,1000.0,98.48101265822785,100.0,8881.025413333336,0.16250308436584543,ORD,754.0,754,50.61590145576708,ORD,-0.48245000000000005,-0.48245000000000005,Negative,48.2
FL0752,CloudFlight,ORD,ATL,606,2026-05-30 11:00:00,2026-05-30 11:27:00,2026-05-30 12:11:00,2026-05-30 12:31:00,27.0,False,3113.2,64.0,108,2026-05-30,27.0,Moderate,27.0,2700.0,95.01538461538462,0.0,8794.582453333334,0.16250308436584543,ORD,754.0,754,50.61590145576708,ORD,-0.48245000000000005,-0.48245000000000005,Negative,48.2
FL0753,EliteWings,ORD,ATL,606,2026-05-30 14:00:00,2026-05-30 14:31:00,2026-05-30 15:11:00,2026-05-30 15:49:00,31.0,False,2917.7,78.0,207,2026-05-30,31.0,Moderate,31.0,3100.0,95.29113924050633,0.0,8242.307986666669,0.16250308436584543,ORD,754.0,754,50.61590145576708,ORD,-0.48245000000000005,-0.48245000000000005,Negative,48.2
FL0811,BlueJet,JFK,LAX,2475,2026-05-31 08:00:00,2026-05-31 08:21:00,2026-05-31 12:51:00,2026-05-31 13:29:00,21.0,False,11941.7,308.0,160,2026-05-31,21.0,Moderate,21.0,2100.0,99.18446601941747,0.0,33734.506386666675,0.16250308436584543,JFK,565.0,565,29.451287793952968,,,0.0,Neutral,0.0
FL0812,CloudFlight,JFK,LAX,2475,2026-05-31 11:00:00,2026-05-31 11:09:00,2026-05-31 15:51:00,2026-05-31 16:29:00,9.0,False,12541.8,320.0,152,2026-05-31,9.0,Minor,9.0,900.0,99.66355140186916,100.0,35429.74888000001,0.16250308436584543,JFK,565.0,565,29.451287793952968,,,0.0,Neutral,0.0
FL0813,BlueJet,JFK,LAX,2475,2026-05-31 14:00:00,2026-05-31 14:15:00,2026-05-31 18:51:00,2026-05-31 19:33:00,15.0,False,12790.2,318.0,114,2026-05-31,15.0,Minor,15.0,1500.0,99.43573667711598,100.0,36131.46232000001,0.16250308436584543,JFK,565.0,565,29.451287793952968,,,0.0,Neutral,0.0
FL0821,DeltaSky,JFK,ORD,740,2026-05-31 08:00:00,2026-05-31 08:05:00,2026-05-31 09:27:00,2026-05-31 09:53:00,5.0,False,3963.3,108.0,181,2026-05-31,5.0,Minor,5.0,500.0,99.44954128440367,100.0,11196.058280000003,0.16250308436584543,JFK,565.0,565,29.451287793952968,,,0.0,Neutral,0.0
FL0822,BlueJet,JFK,ORD,740,2026-05-31 11:00:00,2026-05-31 10:50:00,2026-05-31 12:27:00,2026-05-31 12:18:00,0.0,False,3960.8,88.0,126,2026-05-31,0.0,On-Time,0.0,0.0,100.0,100.0,11188.99594666667,0.16250308436584543,JFK,565.0,565,29.451287793952968,,,0.0,Neutral,0.0
FL0823,CloudFlight,JFK,ORD,740,2026-05-31 14:00:00,2026-05-31 14:32:00,2026-05-31 15:27:00,2026-05-31 15:59:00,32.0,False,3985.5,87.0,160,2026-05-31,32.0,Moderate,32.0,3200.0,95.63636363636364,0.0,11258.771800000002,0.16250308436584543,JFK,565.0,565,29.451287793952968,,,0.0,Neutral,0.0
FL0831,BlueJet,ATL,DFW,732,2026-05-31 08:00:00,2026-05-31 08:35:00,2026-05-31 09:26:00,2026-05-31 10:10:00,35.0,False,3800.2,95.0,138,2026-05-31,35.0,Moderate,35.0,3500.0,95.625,0.0,10735.311653333336,0.16250308436584543,ATL,643.0,643,38.185890257558796,ATL,-0.6249,-0.6249,Negative,62.5
FL0832,BlueJet,ATL,DFW,732,2026-05-31 11:00:00,2026-05-31 11:31:00,2026-05-31 12:26:00,2026-05-31 13:26:00,31.0,False,3536.7,115.0,89,2026-05-31,31.0,Moderate,31.0,3100.0,96.79310344827586,0.0,9990.941720000003,0.16250308436584543,ATL,643.0,643,38.185890257558796,ATL,-0.6249,-0.6249,Negative,62.5
FL0833,EliteWings,ATL,DFW,732,2026-05-31 14:00:00,2026-05-31 13:50:00,2026-05-31 15:26:00,2026-05-31 15:15:00,0.0,False,3941.7,85.0,194,2026-05-31,0.0,On-Time,0.0,0.0,100.0,100.0,11135.039720000002,0.16250308436584543,ATL,643.0,643,38.185890257558796,ATL,-0.6249,-0.6249,Negative,62.5
FL0841,EliteWings,LAX,ORD,1744,2026-05-31 08:00:00,2026-05-31 08:58:00,2026-05-31 11:25:00,2026-05-31 12:30:00,58.0,False,9032.8,212.0,195,2026-05-31,58.0,Severe,58.0,5800.0,96.73239436619718,0.0,25517.057813333337,0.16250308436584543,LAX,302.0,302,0.0,LAX,0.4215,0.4215,Positive,42.2
FL0842,CloudFlight,LAX,ORD,1744,2026-05-31 11:00:00,2026-05-31 11:03:00,2026-05-31 14:25:00,2026-05-31 14:29:00,3.0,False,9153.5,206.0,124,2026-05-31,3.0,Minor,3.0,300.0,99.82608695652173,100.0,25858.02726666667,0.16250308436584543,LAX,302.0,302,0.0,LAX,0.4215,0.4215,Positive,42.2
FL0843,CloudFlight,LAX,ORD,1744,2026-05-31 14:00:00,2026-05-31 14:27:00,2026-05-31 17:25:00,2026-05-31 18:13:00,27.0,False,8845.4,226.0,187,2026-05-31,27.0,Moderate,27.0,2700.0,98.57268722466961,0.0,24987.66530666667,0.16250308436584543,LAX,302.0,302,0.0,LAX,0.4215,0.4215,Positive,42.2
FL0851,AvaAir,ORD,ATL,606,2026-05-31 08:00:00,2026-05-31 08:36:00,2026-05-31 09:11:00,2026-05-31 09:53:00,36.0,False,3266.5,77.0,95,2026-05-31,36.0,Moderate,36.0,3600.0,94.46153846153847,0.0,9227.644733333336,0.16250308436584543,ORD,964.0,964,74.13213885778276,ORD,0.1531,0.1531,Positive,15.3
FL0852,BlueJet,ORD,ATL,606,2026-05-31 11:00:00,2026-05-31 11:17:00,2026-05-31 12:11:00,2026-05-31 12:56:00,17.0,False,2920.6,99.0,113,2026-05-31,17.0,Moderate,17.0,1700.0,97.96,0.0,8250.500293333334,0.16250308436584543,ORD,964.0,964,74.13213885778276,ORD,0.1531,0.1531,Positive,15.3
FL0853,DeltaSky,ORD,ATL,606,2026-05-31 14:00:00,2026-05-31 14:24:00,2026-05-31 15:11:00,2026-05-31 15:58:00,24.0,False,2934.3,94.0,141,2026-05-31,24.0,Moderate,24.0,2400.0,96.96842105263158,0.0,8289.201880000002,0.16250308436584543,ORD,964.0,964,74.13213885778276,ORD,0.1531,0.1531,Positive,15.3
FL0911,EliteWings,JFK,LAX,2475,2026-06-01 08:00:00,2026-06-01 08:12:00,2026-06-01 12:51:00,2026-06-01 13:07:00,12.0,False,13166.3,295.0,196,2026-06-01,12.0,Minor,12.0,1200.0,99.51351351351352,100.0,37193.919746666674,0.16250308436584543,JFK,747.0,747,49.83202687569989,,,0.0,Neutral,0.0
FL0913,CloudFlight,JFK,LAX,2475,2026-06-01 14:00:00,2026-06-01 14:02:00,2026-06-01 18:51:00,2026-06-01 18:46:00,2.0,False,13062.6,284.0,140,2026-06-01,2.0,Minor,2.0,200.0,99.91578947368421,100.0,36900.97416000001,0.16250308436584543,JFK,747.0,747,49.83202687569989,,,0.0,Neutral,0.0
FL0921,CloudFlight,JFK,ORD,740,2026-06-01 08:00:00,2026-06-01 08:13:00,2026-06-01 09:27:00,2026-06-01 09:41:00,13.0,False,4035.0,88.0,92,2026-06-01,13.0,Minor,13.0,1300.0,98.24719101123596,100.0,11398.606000000003,0.16250308436584543,JFK,747.0,747,49.83202687569989,,,0.0,Neutral,0.0
FL0922,AvaAir,JFK,ORD,740,2026-06-01 11:00:00,2026-06-01 10:50:00,2026-06-01 12:27:00,2026-06-01 12:26:00,0.0,False,4081.8,96.0,180,2026-06-01,0.0,On-Time,0.0,0.0,100.0,100.0,11530.812880000003,0.16250308436584543,JFK,747.0,747,49.83202687569989,,,0.0,Neutral,0.0
FL0923,BlueJet,JFK,ORD,740,2026-06-01 14:00:00,2026-06-01 14:00:00,2026-06-01 15:27:00,2026-06-01 15:36:00,0.0,False,4062.4,96.0,88,2026-06-01,0.0,On-Time,0.0,0.0,100.0,100.0,11476.009173333336,0.16250308436584543,JFK,747.0,747,49.83202687569989,,,0.0,Neutral,0.0
FL0931,EliteWings,ATL,DFW,732,2026-06-01 08:00:00,2026-06-01 08:05:00,2026-06-01 09:26:00,2026-06-01 09:40:00,5.0,False,3944.1,95.0,203,2026-06-01,5.0,Minor,5.0,500.0,99.375,100.0,11141.819560000002,0.16250308436584543,ATL,823.0,823,58.34266517357223,ATL,0.4939,0.4939,Positive,49.4
FL0932,BlueJet,ATL,DFW,732,2026-06-01 11:00:00,2026-06-01 10:50:00,2026-06-01 12:26:00,2026-06-01 12:26:00,0.0,False,3561.1,96.0,139,2026-06-01,0.0,On-Time,0.0,0.0,100.0,100.0,10059.870093333335,0.16250308436584543,ATL,823.0,823,58.34266517357223,ATL,0.4939,0.4939,Positive,49.4
FL0933,EliteWings,ATL,DFW,732,2026-06-01 14:00:00,2026-06-01 13:59:00,2026-06-01 15:26:00,2026-06-01 15:37:00,0.0,False,4094.2,98.0,193,2026-06-01,0.0,On-Time,0.0,0.0,100.0,100.0,11565.842053333336,0.16250308436584543,ATL,823.0,823,58.34266517357223,ATL,0.4939,0.4939,Positive,49.4
FL0941,BlueJet,LAX,ORD,1744,2026-06-01 08:00:00,2026-06-01 07:50:00,2026-06-01 11:25:00,2026-06-01 11:02:00,0.0,False,9129.9,192.0,112,2026-06-01,0.0,On-Time,0.0,0.0,100.0,100.0,25791.358840000004,0.16250308436584543,LAX,532.0,532,25.755879059350505,,,0.0,Neutral,0.0
FL0942,DeltaSky,LAX,ORD,1744,2026-06-01 11:00:00,2026-06-01 10:57:00,2026-06-01 14:25:00,2026-06-01 14:25:00,0.0,False,9557.9,208.0,138,2026-06-01,0.0,On-Time,0.0,0.0,100.0,100.0,27000.430306666673,0.16250308436584543,LAX,532.0,532,25.755879059350505,,,0.0,Neutral,0.0
FL0943,DeltaSky,LAX,ORD,1744,2026-06-01 14:00:00,2026-06-01 14:03:00,2026-06-01 17:25:00,2026-06-01 17:54:00,3.0,False,9234.3,231.0,86,2026-06-01,3.0,Minor,3.0,300.0,99.84482758620689,100.0,26086.281880000002,0.16250308436584543,LAX,532.0,532,25.755879059350505,,,0.0,Neutral,0.0
FL0951,BlueJet,ORD,ATL,606,2026-06-01 08:00:00,2026-06-01 07:55:00,2026-06-01 09:11:00,2026-06-01 09:35:00,0.0,False,3134.5,100.0,110,2026-06-01,0.0,On-Time,0.0,0.0,100.0,100.0,8854.753533333334,0.16250308436584543,ORD,577.0,577,30.795072788353867,ORD,-0.6249,-0.6249,Negative,62.5
FL0952,BlueJet,ORD,ATL,606,2026-06-01 11:00:00,2026-06-01 11:08:00,2026-06-01 12:11:00,2026-06-01 12:33:00,8.0,False,3305.4,85.0,156,2026-06-01,8.0,Minor,8.0,800.0,98.88372093023256,100.0,9337.534640000002,0.16250308436584543,ORD,577.0,577,30.795072788353867,ORD,-0.6249,-0.6249,Negative,62.5
FL0953,BlueJet,ORD,ATL,606,2026-06-01 14:00:00,2026-06-01 14:14:00,2026-06-01 15:11:00,2026-06-01 15:48:00,14.0,False,3048.0,94.0,125,2026-06-01,14.0,Minor,14.0,1400.0,98.23157894736842,100.0,8610.396800000002,0.16250308436584543,ORD,577.0,577,30.795072788353867,ORD,-0.6249,-0.6249,Negative,62.5
FL1011,BlueJet,JFK,LAX,2475,2026-06-02 08:00:00,2026-06-02 08:40:00,2026-06-02 12:51:00,2026-06-02 13:41:00,40.0,False,12421.8,301.0,108,2026-06-02,40.0,Moderate,40.0,4000.0,98.41059602649007,0.0,35090.75688000001,0.16250308436584543,JFK,405.0,405,11.534154535274357,,,0.0,Neutral,0.0
FL1012,EliteWings,JFK,LAX,2475,2026-06-02 11:00:00,2026-06-02 11:10:00,2026-06-02 15:51:00,2026-06-02 16:20:00,10.0,False,13571.3,310.0,94,2026-06-02,10.0,Minor,10.0,1000.0,99.61414790996784,100.0,38338.01774666667,0.16250308436584543,JFK,405.0,405,11.534154535274357,,,0.0,Neutral,0.0
FL1013,DeltaSky,JFK,LAX,2475,2026-06-02 14:00:00,2026-06-02 14:23:00,2026-06-02 18:51:00,2026-06-02 19:00:00,23.0,False,13175.9,277.0,106,2026-06-02,23.0,Moderate,23.0,2300.0,99.00719424460432,0.0,37221.03910666667,0.16250308436584543,JFK,405.0,405,11.534154535274357,,,0.0,Neutral,0.0
FL1021,DeltaSky,JFK,ORD,740,2026-06-02 08:00:00,2026-06-02 08:29:00,2026-06-02 09:27:00,2026-06-02 10:24:00,29.0,False,3984.9,115.0,126,2026-06-02,29.0,Moderate,29.0,2900.0,97.0,0.0,11257.076840000003,0.16250308436584543,JFK,405.0,405,11.534154535274357,,,0.0,Neutral,0.0
FL1022,CloudFlight,JFK,ORD,740,2026-06-02 11:00:00,2026-06-02 11:45:00,2026-06-02 12:27:00,2026-06-02 13:01:00,45.0,False,3736.7,76.0,137,2026-06-02,45.0,Moderate,45.0,4500.0,92.98701298701299,0.0,10555.928386666668,0.16250308436584543,JFK,405.0,405,11.534154535274357,,,0.0,Neutral,0.0
FL1023,BlueJet,JFK,ORD,740,2026-06-02 14:00:00,2026-06-02 13:53:00,2026-06-02 15:27:00,2026-06-02 15:19:00,0.0,False,3678.2,86.0,143,2026-06-02,0.0,On-Time,0.0,0.0,100.0,100.0,10390.66978666667,0.16250308436584543,JFK,405.0,405,11.534154535274357,,,0.0,Neutral,0.0
FL1031,CloudFlight,ATL,DFW,732,2026-06-02 08:00:00,2026-06-02 08:19:00,2026-06-02 09:26:00,2026-06-02 10:13:00,19.0,False,4080.6,114.0,172,2026-06-02,19.0,Moderate,19.0,1900.0,98.01739130434783,0.0,11527.422960000002,0.16250308436584543,ATL,758.0,758,51.06382978723405,ATL,-0.6249,-0.6249,Negative,62.5
FL1032,CloudFlight,ATL,DFW,732,2026-06-02 11:00:00,2026-06-02 11:24:00,2026-06-02 12:26:00,2026-06-02 12:49:00,24.0,False,4008.3,85.0,172,2026-06-02,24.0,Moderate,24.0,2400.0,96.65116279069767,0.0,11323.180280000002,0.16250308436584543,ATL,758.0,758,51.06382978723405,ATL,-0.6249,-0.6249,Negative,62.5
FL1033,AvaAir,ATL,DFW,732,2026-06-02 14:00:00,2026-06-02 14:15:00,2026-06-02 15:26:00,2026-06-02 15:50:00,15.0,False,3869.2,95.0,163,2026-06-02,15.0,Minor,15.0,1500.0,98.125,100.0,10930.232053333335,0.16250308436584543,ATL,758.0,758,51.06382978723405,ATL,-0.6249,-0.6249,Negative,62.5
FL1041,AvaAir,LAX,ORD,1744,2026-06-02 08:00:00,2026-06-02 08:24:00,2026-06-02 11:25:00,2026-06-02 12:11:00,24.0,False,8595.6,227.0,196,2026-06-02,24.0,Moderate,24.0,2400.0,98.73684210526316,0.0,24281.996960000008,0.16250308436584543,LAX,308.0,308,0.671892497200448,,,0.0,Neutral,0.0
